ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
658,2,勞工退休基金監理委員會組織法草案,2005/10/14,2007/3/2,三讀,1,1,1,0,林惠官,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林德福,白添枝,孔文吉,陳銀河,何智輝,章仁香,傅崐萁,趙良燕,高思博,黃昭順,郭素春,林郁方,吳成典,林益世,顧崇廉,帥化民,王昱婷,吳松柏,李永萍,劉銓忠,呂學樟,楊麗環,羅明才,伍錦霖,邱毅,高金素梅,謝國樑,柯淑敏,曾華德,羅世雄,林滄敏,潘維剛,黃敏惠,張碩文,周守訓,廖國棟,鍾紹和,楊仁福,蔡錦隆,謝文政,林正二,吳英毅,吳敦義,李鴻鈞,紀國棟,林春德,馮定國,洪秀柱,丁守中,蔡勝佳,黃義交,蔡豪,張顯耀,,,,,,,,,,,"本院委員林惠官等 54人,鑑於勞工退休金條例係採確定提撥 制,以目前勞工退休金條例之制度設計,勞工退休基金之安 全性遠比獲利性更為重要。而基金操作之良竊,關乎全國勞 工退休生活保障之有無,故至為重要。若因為不當干預或者 護盤之政策命令而錯誤操作,將危及全國勞工之退休金;雖 然《勞工退休金條例》第二十三條規定若基金運用收益低於 當地銀行兩年定期存款利率時由國庫補足之,然而國庫之錢 仍然是來自於全民,國庫補貼,同樣會壓縮到國庫財富、影 響全國人民之權益。是故,正本清源之道,乃由勞工中推選 之代表組成監理委員會,並確實發揮代表全國勞工監督勞工 退休基金之職責。爱擬具《勞工退休基金監理委員會組織法 》草案。是否有當?敬請公決。"
669,2,勞工退休金條例第二十三條條文修正草案,2005/10/14,2005/10/14,交付審查,0,0,0,0,劉憶如,郭正亮,羅世雄,羅志明,王昱婷,蔡其昌,高思博,朱鳳芝,,,,,,,,,,,,,,,,,,,,,,,,,,林德福,曾華德,王榮璋,張慶忠,吳育昇,黃健庭,雷倩,侯彩鳳,廖婉汝,何智輝,黃惠,周守訓,馮定國,翁重鈞,吳成典,蔡勝佳,紀國棟,鍾紹和,徐國勇,林重謨,王幸男,陳朝龍,江昭儀,林岱樺,黃宗源,莊碩漢,孫大千,郭榮宗,李鎮楠,謝國樑,洪奇昌,羅明才,高志鵬,林樹山,邱毅,蔡英文,邱鏡淳,黃昭順,賴士葆,陳杰,柯淑敏,劉銓忠,葉芳雄,王塗發,蔡啟芳,李慶安,呂學璋,李俊毅,鍾榮吉,陳志彬,顏清標,林炳坤,張麗善,蔡豪,蔣孝嚴,陳朝容,梅長錡,張麗善,蔡豪,蔣孝嚴,陳朝容,梅長錡,林郁方,"本院委員劉憶如、郭正亮、羅世雄、羅志明、王昱婷、蔡其 昌、高思博、朱鳳芝等106人,鑑於現行條例規劃勞工退休 金僅由政府統籌管理運用,有過度限制勞工自主權之虞,故 擬請修訂「勞工退休金條例」第二十三條,以使勞工得有自 由選擇退休金運用方式的權利。勞退基金自由化及市場化的 推動,亦可免除部分勞工對監理會代為經營運用獨立性之疑 慮。是否有當,敬請公決。"
690,2,所得稅法第十七條條文修正草案,2005/10/21,2006/12/18,委員會審查,0,0,1,0,陳根德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,費鴻泰,蔡家福,羅世雄,邱鏡淳,顏清標,翁重鈞,伍錦霖,蔡正元,鄭朝明,吳敦義,黃志雄,吳成典,黃健庭,吳志揚,曹壽民,林正二,周守訓,林春德,廖本煙,紀國棟,鍾紹和,楊仁福,孫大千,李嘉進,蔡豪,李鎮楠,郭榮宗,林建榮,陳杰,黃昭順,郭素春,陳銀河,朱鳳芝,黃德福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員陳根德等35人,鑒於所得稅法第十七條第1項第2 款第2目第3小目「醫藥及生育費」之「列舉扣除額」,以 「公立醫院、公務人員保險特約醫院、勞工保險特約醫療院 、所」出具之單據為限(尚不包括農民健康保險特約醫院) ,未能隨全民健康保險制度施行予以配合修正。且條文以「 醫療院、所」為限將排除有關救護運送工具之費用並不合理 。此外,對於到國外出差或旅遊發生緊急就醫情況,卻要求 必須限於「公立醫院」就醫才能准予扣除,顯然有違人道原 則及期待可能性,參考緊急醫療救護法及全民健康保險法之 規定,增訂於國內、外緊急醫療救護時可不必限制須在「公 立醫院」或「全民健保特約醫院」之除外規定,爱擬具「所 得稅法第十七條修正草案」,是否有當,敬請公決。"
698,2,勞工退休基金監理委員會設置條例草案,2005/10/21,2007/3/2,三讀,1,1,1,0,盧秀燕,鄭金玲,蔡豪,黃健庭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅明才,吳育昇,張昌財,蔡家福,廖婉汝,羅世雄,羅志明,趙良燕,王昱婷,林炳坤,黃昭順,黃敏惠,郭素春,顧崇廉,章仁香,林建榮,楊仁福,林正二,周守訓,紀國棟,吳成典,李永萍,蘇起,劉寬平,鍾紹和,蔡正元,謝國樑,李嘉進,李復興,邱創進,陳根德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員盧秀燕、鄭金玲、蔡豪、黃健庭等 35人,依據「勞 工退休金條例」第四條條文之規定,爱提出「勞工退休基金 監理委員會設置條例草案」。是否有當,敬請公決。"
769,2,自由貿易港區設置管理條例第十二條條文修正草案,2005/11/11,2007/7/19,二讀,0,1,1,0,黃宗源,唐碧娥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄭金玲,蔡其昌,彭添富,劉銓忠,吳清池,林岱樺,羅明才,李敖,李明憲,陳朝龍,林滄敏,張昌財,張碩文,謝欣霓,徐少萍,郭玟成,陳銀河,洪奇昌,廖本煙,郭榮宗,楊宗哲,顧崇廉,翁重鈞,李鎮楠,羅志明,吳秉叡,徐耀昌,蔡同榮,蔡啟芳,陳憲中,湯火聖,何敏豪,郭正亮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員黃宗源、唐碧娥等 35人,有鑒於「自由貿易港區設 置管理條例」第十二條第二項中規定,應僱用百分之五的原 住民勞工,此一原住民保障條款不僅根本沒有辦法保障原住 民之真正權益,且事實上該條文窒礙難行,因此,為有效落 實原住民工作機會暨鼓勵廠商進駐自由貿易港區的意願。爱 此,特擬具「自由貿易港區設置管理條例第十二條修正條文 」草案,將百分之五門檻刪除,並增訂具有原住民身分之勞 工朋友應優先任用。是否有當,請公決案。"
784,2,工會法第十六條條文修正草案,2005/11/11,2007/12/21,二讀,0,1,1,0,賴幸媛,何敏豪,黃適卓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高思博,趙永清,莊碩漢,高建智,蔡其昌,李昆澤,沈發惠,黃偉哲,廖本煙,張碩文,李永萍,李鴻鈞,黃義交,蔡勝佳,謝國樑,林郁方,賴士葆,李紀珠,尹伶瑛,陳銀河,羅志明,劉憶如,吳敦義,顏文章,邱創進,劉寬平,林淑芬,林滄敏,王塗發,謝欣霓,鄭運鵬,黃政哲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員賴幸媛、何敏豪、黃適卓等 36人,為落實憲法與國 際公約保障勞工團結權之規定,消弭因國籍不同所產生之人 權歧視,實現人權普世化之價值,特擬具「工會法部分條文 修正草案」,是否有當,敬請公決。"
814,2,營造業法第三十一條條文修正草案,2005/11/25,2006/5/26,三讀,1,1,1,0,李永萍,邱創進,沈智慧,李顯榮,張慶忠,徐國勇,,,,,,,,,,,,,,,,,,,,,,,,,,,,李嘉進,邱鏡淳,陳杰,侯彩鳳,李鴻鈞,黃義交,卓伯源,蔡錦隆,賴士葆,費鴻泰,蔡勝佳,高思博,白添枝,孫大千,謝國樑,章仁香,張碩文,吳秉叡,謝欣霓,李俊毅,張川田,邱永仁,高建智,顏文章,蔡其昌,林淑芬,王拓,李昆澤,彭紹瑾,鄭國忠,魏明谷,黃淑英,沈發惠,田秋堇,盧天麟,蕭美琴,郭俊銘,林為洲,洪奇昌,林樹山,王世勛,林濁水,李明憲,廖本煙,林滄敏,黃昭順,紀國棟,吳敦義,徐耀昌,伍錦霖,趙良燕,潘維剛,吳成典,林惠官,楊仁福,李敖,林正二,林正峰,周守訓,鄭金玲,廖婉汝,吳志揚,何智輝,"本院委員李永萍、邱創進、沈智慧、李顯榮、張慶忠、徐國 勇等76人,有鑑於營造業法之中央主管機關與中央勞工主管 機關,對本法第三十一條有關營造業工地主任『評定合格』 之授權意涵有不同之法律見解,致營造業法及相關管理辦法 完成立法後,至今仍無法辦理營造業工地主任之評定,導致 營造業工地主任面臨不足之窘境,特提案明定『評定合格』 之具體意涵以杜爭議;同時,為完備工地主任之管理與輔導 ,健全營造業之良性發展,增定工地主任應組織全國營造業 工地主任公會,並應加入全國公會後始得執行業務,是否有 當?請公決。"
915,2,就業服務法第五十五條條文修正草案,2006/1/11,2007/5/4,三讀,1,1,1,0,林進興,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,薛凌,吳富貴,郭林勇,黃劍輝,郭玟成,江昭儀,蔡啟芳,林岱樺,張麗善,蔡同榮,郭榮宗,侯水盛,林樹山,李鎮楠,邱創進,湯火聖,李敖,杜文卿,郭正亮,許榮淑,羅世雄,魏明谷,林正二,紀國棟,陳根德,楊瓊瓔,曹來旺,廖本煙,鄭朝明,洪玉欽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林進興等 31人,有鑒於就業安定費係為加強辦理有 關促進國民就業、提升勞工福祉及處理有關外國人聘僱管理 事務之用,進而要求聘僱外國人之雇主繳納就業安定費;然 ,就業服務法第五十五條第三項之規定,有關雇主未按時繳 納者,自期限屆滿之次日起至完繳前一日止,每逾一日加徵 百分之一之滯納金至應提繳金額之一倍為止,有過高加徵滯 納金,造成聘僱外國人之雇主無法負擔繳納。故建議修正就 業服務法第五十五條第三項,應依公平原則、比例原則及政 府施政一體性,比照全民健康保險法規定,降低加徵滯納金 至百分之零點一,避免過高加徵滯納金,並使得雇主於合理 範圍內順利繳納,爱擬具「就業服務法第五十五條第三項修 正案」,是否有當,敬請公決。"
937,3,勞動基準法第三條條文修正草案,2006/3/10,2006/3/10,交付審查,0,0,0,0,盧秀燕,蔡豪,雷倩,蔡家福,林建榮,王昱婷,鄭金玲,,,,,,,,,,,,,,,,,,,,,,,,,,,廖婉汝,李慶安,林正二,吳松柏,黃健庭,李鎮楠,曾華德,林德福,陳銀河,趙良燕,呂學樟,孫大千,彭添富,林鴻池,楊仁福,黃昭順,費鴻泰,邱毅,陳秀卿,蔣孝嚴,林春德,蘇起,紀國棟,吳敦義,林滄敏,徐耀昌,謝明源,許榮淑,李復興,洪秀柱,廖本煙,鍾紹和,徐少萍,柯淑敏,吳成典,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員盧秀燕、蔡豪、雷倩、蔡家福、林建榮、王昱婷、 鄭金玲等42人,針對政府決定將臨時工作人員,改成與政府 不具雇傭關係的社會救助工作人員,以規避提繳勞工退休金 ,及社會上越來越多以臨時工性質雇用工作人員,以規避勞 基法之相關規定等情事,提出「勞動基準法第三條條文修 正草案」,希望遏阻此一歪風,以確保所有勞工應享有之權 利。是否有當,敬請公決。"
945,3,勞工保險條例第六十六條條文修正草案,2006/3/10,2006/3/10,交付審查,0,0,0,0,謝欣霓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃偉哲,鄭朝明,王榮璋,廖本煙,郭榮宗,紀國棟,許榮淑,吳成典,林正二,魏明谷,郭玟成,盧秀燕,陳銀河,朱鳳芝,莊碩漢,盧博基,吳敦義,楊仁福,曹來旺,李永萍,邱鏡淳,陳重信,陳瑩,鄭運鵬,黃宗源,鄭金玲,陳根德,李敖,羅明才,李復興,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員謝欣霓等 31人,針對勞保基金之運用不若其他政府 代管之信託基金訂定保障收益率,意即該基金之操作需自負 盈虧,顯不合理,故特擬具「勞工保險條例第六十六條條文 修正草案」,對於該基金之運用收益訂定保障收益率,建請 交付審查,是否有當?請公決。"
966,3,勞工保險條例第五條條文修正草案,2006/3/17,2006/3/17,交付審查,0,0,0,0,張麗善,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,何敏豪,郭榮宗,李鎮楠,張慶惠,張慶忠,盧秀燕,許舒博,曹爾忠,李俊毅,彭添富,楊麗環,郭正亮,王淑慧,謝國樑,吳七成,楊仁福,陳志彬,楊瓊瓔,林建榮,謝欣霓,高建智,劉文雄,魏明谷,吳成典,林國慶,李永萍,許榮淑,吳松柏,曹來旺,黃健庭,郭素春,陳銀河,張碩文,林正峰,蔡家福,鄭朝明,劉銓忠,黃昭順,周守訓,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員張麗善等 40人,鑑於政府長期將勞保基金投入股市 ,無法確保勞工權益,甚至當股市虧損嚴重時,影響勞工權 益甚鉅。事實上,勞工保險基金之運作,依法由勞保局依其 專業規劃之,但仍須經勞工監理委員會審議通過。惟目前勞 工監理委員會之勞工席次代表僅為四分之一,無法使勞工具 有實質決策權。 建議提案修正『勞工保險條例第五條』, 增列勞工保險監理委員會之勞工代表人數為委員會人數二分 之一,澈底落實由勞工團體監督勞保基金之用途,保障勞工 既有權益。是否有當,請公決案。"
987,3,勞動基準法增訂第五十八條之一條文草案,2006/3/31,2006/3/31,交付審查,0,0,0,0,賴清德,謝欣霓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳朝龍,湯火聖,彭紹瑾,李鎮楠,廖本煙,鄭國忠,陳啟昱,藍美津,曾燦燈,曹來旺,陳景峻,盧天麟,王榮璋,陳銀河,張慶惠,謝明源,郭榮宗,郭玟成,林為洲,黃宗源,沈發惠,陳秀惠,蔡其昌,林淑芬,江昭儀,蕭美琴,魏明谷,郭俊銘,邱創進,田秋堇,王世勛,王拓,林樹山,洪奇昌,李昆澤,顏文章,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員賴清德、謝欣霓等 38人,為「勞工退休金條例」已 有勞工死亡後,得由遺屬或指定請領人請領退休金之規定, 但目前部份勞工選擇適用「勞動基準法」中退休制度者,即 使符合退休要件,因故死亡後卻未有相同權益,造成立法上 之不平等;為促進勞工權益之保障, 提案新增「勞動基準 法」第五十八條之一,是否有當?敬請公決。"
998,3,家事服務法草案,2006/4/7,2007/12/7,三讀,1,1,1,0,徐中雄,郭榮宗,朱鳳芝,雷倩,蔡錦隆,何敏豪,林建榮,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇起,紀國棟,劉盛良,李敖,黃昭順,黃偉哲,羅明才,蔡正元,楊仁福,柯淑敏,劉文雄,黃健庭,徐耀昌,劉政鴻,吳清池,潘維剛,蔡豪,何智輝,王幸男,林春德,黃義交,王昱婷,王淑慧,鍾紹和,林滄敏,林郁方,鄭金玲,李嘉進,張慶忠,趙良燕,吳敦義,羅志明,吳成典,郭素春,黃志雄,林淑芬,王拓,彭添富,高思博,賴幸媛,徐少萍,林鴻池,沈發惠,陳秀惠,,,,,,,,,,,,,,,,,,,,"本院委員徐中雄、郭榮宗、朱鳳芝、雷倩、蔡錦隆、林建榮 、何敏豪等51人,有鑑於「勞動基準法」並未適用所有勞工 ,使得諸如家事服務業之雇主與勞工常因無法可循而衍生各 種爭議。基於保障監護工與幫傭勞動之權利與工作尊嚴,並 與民間團體討論之後,反應實際需求,特訂定「家事服務法 」將監護工與幫傭勞動法制化,改善保護家務勞動者的勞動 條件,要求工時明確化、區隔與雇主之居住空間、界定勞動 內容,積極保障家務勞動者的工作尊嚴與勞動權益,茲擬具 「家事服務法草案」,是否有當,敬請公決。"
1027,3,聘用人員聘用條例增訂第六條之一條文草案,2006/4/21,2006/4/21,交付審查,0,0,0,0,王幸男,蔡家福,黃偉哲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃昭輝,林為洲,張慶惠,陳憲中,王世堅,葉宜津,郭正亮,湯火聖,張川田,徐國勇,魏明谷,邱永仁,許榮淑,林國慶,盧天麟,蔡同榮,陳朝容,李鎮楠,藍美津,吳秉叡,陳根德,郭榮宗,林正二,陳銀河,黃志雄,吳明敏,廖本煙,楊瓊瓔,黃健庭,趙良燕,徐少萍,楊宗哲,陳朝龍,鍾紹和,林樹山,曹來旺,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員王幸男、蔡家福、黃偉哲等 39人,針對各機關之約 聘僱人員各種勞動條件以及相關年資計算以及離職、退休、 撫恤之規定,基於公務人員人事法制整體考量,應回歸公務 人員相關法規,授權主管機關訂定相關辦法為妥。惟勞動基 準法係國家本於保護勞工權益之意旨,規範各項勞動條件最 低標準之法律,主管機關針對約聘僱人員所訂定之相關辦法 ,仍不得低於勞動基準法所定之最低標準,以符合憲法第一 百五十三條第一項之規範意旨。爱增訂聘用人員聘用條例增 訂第六條之一,是否有當?請公決。"
1033,3,勞工保險條例第六十七條條文修正草案,2006/4/21,2006/4/21,交付審查,0,0,0,0,陳杰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李復興,蔡錦隆,盧秀燕,李永萍,曹爾忠,徐少萍,朱鳳芝,侯彩鳳,王昱婷,高思博,李慶安,黃德福,葉芳雄,紀國棟,劉銓忠,郭素春,洪秀柱,黃健庭,李顯榮,吳英毅,孔文吉,白添枝,吳松柏,蘇起,雷倩,張昌財,吳志揚,伍錦霖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員陳杰等 34人,鑑於目前國內失業率高攀,而其中絕 大多數為勞工朋友,且多為非自願性失業,而政府開辦之勞 工紓困貸款對於勞工朋友之生計確有其重要性與必要性;因 此,基於保障勞工朋友之權益,政府每年應至少辦理一次勞 工紓困貸款,且其利率不得高過當時公告之貸款期間利率, 爱擬具「勞工保險條例第六十七條」修正草案。是否有當? 敬請公決。"
1034,3,勞工保險條例第五十九條條文修正草案,2006/4/21,2006/5/12,交付審查,0,0,0,0,陳杰,吳育昇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李復興,盧秀燕,曹爾忠,李嘉進,劉銓忠,蔡錦隆,李永萍,朱鳳芝,李慶安,王昱婷,黃健庭,張昌財,李顯榮,黃德福,吳松柏,葉芳雄,白添枝,蘇起,郭素春,江連福,謝文政,洪玉欽,吳英毅,孔文吉,侯彩鳳,賴士葆,楊麗環,伍錦霖,吳志揚,洪秀柱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員陳杰、吳育昇等 33人,鑑於目前有超過六成的勞工 領不到勞基法所定之退休金,僅能靠一次給付的勞工保險條 例所定之老年給付金,而單靠此些許的老年給付金維持勞工 退休後之生活實有其困難存在。因此,為落實政府照顧勞工 權益之美意,保障勞工退休後之生計,爱增定老年給付金之 半數,應比照退休公務人員於政府之金融機構受優惠儲存, 使退休勞工能安養天年。 擬具「勞工保險條例第五十九條 」修正草案。是否有當?敬請公決。"
1083,3,公寓大廈管理條例第五十七條條文修正草案,2006/5/12,2006/5/12,交付審查,0,0,0,0,蔡錦隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,謝文政,劉文雄,李鴻鈞,高金素梅,林惠官,曹壽民,吳志揚,雷倩,張慶忠,徐少萍,白添枝,吳育昇,洪秀柱,陳銀河,賴士葆,黃義交,郭素春,趙良燕,蔡正元,蔡家福,廖國棟,吳松柏,周守訓,吳敦義,楊瓊瓔,黃健庭,李敖,林耘生,孫大千,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員黃宗源、唐碧娥等 35人,有鑒於「自由貿易港區設 置管理條例」第十二條第二項中規定,應僱用百分之五的原 住民勞工,此一原住民保障條款不僅根本沒有辦法保障原住 民之真正權益,且事實上該條文窒礙難行,因此,為有效落 實原住民工作機會暨鼓勵廠商進駐自由貿易港區的意願。爱 此,特擬具「自由貿易港區設置管理條例第十二條修正條文 」草案,將百分之五門檻刪除,並增訂具有原住民身分之勞 工朋友應優先任用。是否有當,請公決案。"
1098,3,聽力師法草案,2006/5/19,2006/5/24,委員會審查,0,0,1,0,沈智慧,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳朝容,翁重鈞,林滄敏,許舒博,孫大千,費鴻泰,呂學樟,賴士葆,何敏豪,林益世,林炳坤,盧天麟,蔡勝佳,陳根德,羅明才,鄭金玲,楊仁福,何智輝,鍾紹和,林正二,郭素春,張慶惠,黃志雄,王昱婷,曾華德,邱鏡淳,許榮淑,紀國棟,林正峰,謝欣霓,吳敦義,盧秀燕,李永萍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員賴幸媛、何敏豪、黃適卓等 36人,為落實憲法與國 際公約保障勞工團結權之規定,消弭因國籍不同所產生之人 權歧視,實現人權普世化之價值,特擬具「工會法部分條文 修正草案」,是否有當,敬請公決。"
1174,4,老年農民福利津貼暫行條例第四條條文修正草案,2006/9/29,2006/9/29,交付審查,0,0,0,0,彭紹瑾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高建智,李鎮楠,王世勛,王世堅,林濁水,薛凌,王塗發,吳秉叡,吳富貴,湯火聖,林育生,盧天麟,陳明真,莊碩漢,林樹山,田秋堇,陳景峻,賴清德,余政道,張慶惠,鄭運鵬,蕭美琴,李昆澤,郭俊銘,邱創進,陳秀惠,蔡其昌,林耘生,陳重信,曹來旺,陳瑩,陳憲中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員彭紹瑾等 33人,為求保障農民應享有之權利,應避 免差別待遇,應享有平等權,特擬具「老年農民福利津貼暫 行條例第四條修正草案」,將該條文第四項刪除,解除八十 七年十一月十三日,已領取社會保險老年給付者,再加入農 民健康保險者或加入勞工保險之漁會甲類會員,不得申請老 年農民福利津貼之限制,是否有當,提請公決。"
1216,4,勞工保險條例第五十九條條文修正草案,2006/10/20,2006/10/20,交付審查,0,0,0,0,費鴻泰,吳成典,何智輝,陳杰,張麗善,劉盛良,,,,,,,,,,,,,,,,,,,,,,,,,,,,洪秀柱,黃昭順,羅明才,帥化民,盧秀燕,呂學樟,林正二,紀國棟,趙良燕,陳根德,楊仁福,蔡豪,李永萍,劉銓忠,柯俊雄,徐少萍,葉芳雄,朱鳳芝,陳朝容,蔡勝佳,郭素春,楊瓊瓔,林鴻池,林郁方,謝文政,伍錦霖,林建榮,李紀珠,邱毅,顧崇廉,黃義交,廖國棟,林益世,鄭朝明,蔡家福,林德福,吳清池,林春德,高思博,吳敦義,王昱婷,孫大千,柯淑敏,陳銀河,林滄敏,鍾紹和,邱鏡淳,賴士葆,吳育昇,李全教,藍美津,侯彩鳳,,,,,,,,,,,,"本院委員費鴻泰、吳成典、何智輝、陳杰、張麗善、劉盛良 等58人,有鑒於目前勞工保險條例中被保險人投保年資採計 標準與勞動基準法工作年資採計標準不一,使投保之被保險 人依規定請領老年給付時之權益因而受損,有違政府照顧退 休勞工生活美意。爱擬具勞工保險條例第五十九條條文修正 草案,增訂滿半年發給一個月老年給付,投保年資未滿半年 以半年採計之規定,使被保險人採計投保年資與勞動基準法 採計工作年資之標準一致,是否有當?敬請公決。"
1275,4,自由貿易港區設置管理條例第十二條條文修正草案,2006/11/17,2007/7/19,二讀,0,1,1,0,陳根德,劉盛良,鄭金玲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,張麗善,許榮淑,朱鳳芝,費鴻泰,邱鏡淳,趙良燕,吳松柏,郭素春,林為洲,李慶安,吳清池,盧秀燕,孫大千,李嘉進,葉芳雄,林正二,陳朝容,呂學樟,吳敦義,魏明谷,丁守中,柯淑敏,蔡錦隆,陳秀卿,林滄敏,羅明才,梅長錡,顧崇廉,蔡家福,林正峰,伍錦霖,洪秀柱,紀國棟,徐少萍,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員陳根德、劉盛良、鄭金玲等 38人,鑒於現行自由貿 易港區設置管理條例將僱用外國勞工之工資強制比照勞基法 基本工資限制之結果,造成自由貿易港區迄今進駐廠商仍鳳 毛麟角,不僅有失特區立法振興經濟投資之初衷,並造成國 家硬體設備資源公督之浪費。為確保台灣經貿定位,發揮經 貿特區功能,振興台灣經濟發展,擬將外勞基本工資,放寬 為不必比照勞基法之規定,爱擬具「自由貿易港區設置管理 條例第十二條」條文修正草案,是否有當,敬請公決。"
1290,4,勞工退休金條例第五十三條條文修正草案,2006/11/24,2007/6/5,三讀,1,1,1,0,陳重信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃淑英,陳秀卿,王世勛,莊和子,謝明源,邱創進,鄭國忠,林樹山,鄭運鵬,王塗發,黃偉哲,陳明真,高建智,潘孟安,陳瑩,陳朝龍,楊仁福,林正峰,王昱婷,陳銀河,黃義交,洪秀柱,蔡家福,劉盛良,張麗善,梅長錡,吳明敏,盧秀燕,林正二,郭榮宗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員陳重信等 31人,針對目前「勞工退休金條例」滯納 金規定過於嚴苛,非僅不符比例原則,也造成部分企業難以 順利經營,違反保障勞工老年安全生活之立法目的,爱提出 「勞工退休金條例第五十三條修正草案」,是否有當,敬請 公決。"
1328,4,就業服務法第五十二條條文修正草案,2006/12/15,2007/6/14,三讀,1,1,1,0,王幸男,王淑慧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,王塗發,趙永清,曹來旺,蔡啟芳,林國慶,陳瑩,吳秉叡,林文郎,吳明敏,李鎮楠,杜文卿,高建智,陳憲中,莊和子,王世堅,賴清德,李昆澤,郭玟成,薛凌,侯水盛,陳明真,陳朝龍,黃昭輝,許榮淑,藍美津,蔡其昌,吳富貴,邱創進,湯火聖,張慶惠,莊碩漢,李俊毅,陳重信,謝欣霓,郭俊銘,李明憲,尤清,顏文章,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員王幸男、王淑慧等 40人,針對我國現行就業服務法 對於外籍勞工最長六年工作年限之規定,未考慮相關行業人 力及技術養成之困難,應修正賦予雇主個案延長申請外籍勞 工工作年限之權利。爱提出就業服務法第五十二條條文修正 草案,是否有當,敬請公決。"
